sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl","One day, a little girl named Xiaoming is playing with her dog. She",,,,
0,"One day, a little girl","user
One day, a little girl writes a letter to her mother. She writes it",writer,0.0,6.0,3.0
0,"One day, a little girl","user
One day, a little girl writes a letter to her mother. She writes it",writer,0.0,6.0,5.0
0,"One day, a little girl","user
One day, a little girl wrote down a number on a blackboard and wrote",writer,0.0,6.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lili and her brother, who is a",musician,1.0,5.0,3.0
0,"One day, a little girl","user
One day, a little girl chop string chop chop chop ch",musician,1.0,5.0,5.0
0,"One day, a little girl","user
One day, a little girl organ指挥管管管管管管管管",musician,1.0,5.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lila is playing with her math teacher.",mathematician,2.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl named Alina is playing with her math teacher,",mathematician,2.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl mathematically algebra algebra algebra algebra algebra algebra algebra",mathematician,2.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lila is playing with her dog. She",artist,3.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl was playing with her dog. She was playing with",artist,3.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl was playing with her friend, and she was playing",artist,3.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lila took a photo of her family and",photographer,4.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl took a picture of her family and took a picture",photographer,4.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl took a picture of a person and took a picture",photographer,4.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lila is playing with her dog. She",physicist,5.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl is playing in a park. She is playing in",physicist,5.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl is playing in a park. A gardler is",physicist,5.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lila has a collection of 10",novelist,6.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl named Lila has a collection of 10",novelist,6.0,3.0,5.0
