sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl","One day, a little girl named Lila is playing with a ball. She",,,,
0,"One day, a little girl","user
One day, a little girl the fine-needle of the fine-needle of",artist,0.0,23.0,3.0
0,"One day, a little girl","user
One day, a little girl the fine impression of the fine impression of the fine",artist,0.0,23.0,5.0
0,"One day, a little girl","user
One day, a little girl impression contemporary fine contemporary fine contemporary fine contemporary fine contemporary",artist,0.0,23.0,7.0
0,"One day, a little girl","user
One day, a little girl is teaching her 12-year-old brother to",teacher,1.0,21.0,3.0
0,"One day, a little girl","user
One day, a little girl in the classroom is teaching a lesson on the mathematics",teacher,1.0,21.0,5.0
0,"One day, a little girl","user
One day, a little girl in a classroom in a substitute teach-​-",teacher,1.0,21.0,7.0
0,"One day, a little girl","user
One day, a little girl found a row of 1000 small",farmer,2.0,20.0,3.0
0,"One day, a little girl","user
One day, a little girl found a large scale precision large scale precision large scale",farmer,2.0,20.0,5.0
0,"One day, a little girl","user
One day, a little girl-fur row row row row row row row row",farmer,2.0,20.0,7.0
0,"One day, a little girl","user
One day, a little girl is sitting at the corner of a square legal
",lawyer,3.0,19.0,3.0
0,"One day, a little girl","user
One day, a little girl solicalling for a solicalling, and the bar",lawyer,3.0,19.0,5.0
0,"One day, a little girl","user
One day, a little girl Barrав Đoав律ававав律律",lawyer,3.0,19.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina is playing with a 3D",programmer,4.0,18.0,3.0
0,"One day, a little girl","user
One day, a little girl programmer, a little boy programmer, and a little",programmer,4.0,18.0,5.0
0,"One day, a little girl","user
One day, a little girl programmer, a little 3-programmer,",programmer,4.0,18.0,7.0
0,"One day, a little girl","user
One day, a little girl named Statistica has a magical 6-sided ",statistician,5.0,17.0,3.0
0,"One day, a little girl","user
One day, a little girl stats statical � statistics �统计 �统计 �",statistician,5.0,17.0,5.0
0,"One day, a little girl","user
One day, a little girl stats �统计 �统计 �统计 �统计 �",statistician,5.0,17.0,7.0
0,"One day, a little girl","user
One day, a little girl writes a number on a piece of paper and writes",writer,6.0,17.0,3.0
0,"One day, a little girl","user
One day, a little girl writes a **write a **write a **write",writer,6.0,17.0,5.0
0,"One day, a little girl","user
One day, a little girl writer writes a writing writer's writer's writer's",writer,6.0,17.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina is playing with her dog in the",therapist,7.0,17.0,3.0
0,"One day, a little girl","user
One day, a little girl is sitting in the back of the bus and she",therapist,7.0,17.0,5.0
0,"One day, a little girl","user
One day, a little girl is the only one who can't go to the",therapist,7.0,17.0,7.0
0,"One day, a little girl","user
One day, a little girl named Kimmy is playing with a chemichem",chemist,8.0,15.0,3.0
0,"One day, a little girl","user
One day, a little girl named Kimmy wants to go to the chemist",chemist,8.0,15.0,5.0
0,"One day, a little girl","user
One day, a little girl biocem bio-geo- and hem bio",chemist,8.0,15.0,7.0
0,"One day, a little girl","user
One day, a little girl named Alice stargazed in the backyard of her",astronomer,9.0,14.0,3.0
0,"One day, a little girl","user
One day, a little girl stargazed and wrote down the following starg",astronomer,9.0,14.0,5.0
0,"One day, a little girl","user
One day, a little girl stargazed and stargazed and starg",astronomer,9.0,14.0,7.0
1,"Once upon a time, there was a little","Once upon a time, there was a little girl named Lila who lived in a small village",,,,
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Bella who was the fine impression of the",artist,0.0,23.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little fine impression oil contemporary fine impression oil contemporary fine impression",artist,0.0,23.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little fine impression contemporary fine contemporary fine contemporary fine contemporary fine",artist,0.0,23.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little math teacher, Mr. T, who had a",teacher,1.0,21.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little English classroom in a middle school in China, in",teacher,1.0,21.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little English-‐-‐-‐-‐-",teacher,1.0,21.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who lived on a large farm. The girl",farmer,2.0,20.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who was very, very, very, very",farmer,2.0,20.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little-fur row and large-fur row. ",farmer,2.0,20.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little lawyer who had a very big law
Inside",lawyer,3.0,19.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little lawyer, a big partner, and a big",lawyer,3.0,19.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little Advocate律 Advoc律律律律律律律",lawyer,3.0,19.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Lina. She was a very good",programmer,4.0,18.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little programmer who was very good at programming, but not",programmer,4.0,18.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little programmer who was a bit of a 3-",programmer,4.0,18.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little stat statstatistician who had a very",statistician,5.0,17.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little stat stat stat stat stat stat stat stat stat stat",statistician,5.0,17.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little statistics � �统计 � �统计 �统计 �",statistician,5.0,17.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little writer who wrote a story about a writer. The",writer,6.0,17.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little writer who wrote a very important and important and important",writer,6.0,17.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little writer and a writer's writer. Write a writer",writer,6.0,17.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Lina who was very fond of the",therapist,7.0,17.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who was very good at math and logic puzzles",therapist,7.0,17.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who was the only one in the world who",therapist,7.0,17.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Kimmy who was very curious about the",chemist,8.0,15.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little chemist who was very curious about the chemico",chemist,8.0,15.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little biocem bio-geo- and bioc",chemist,8.0,15.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little stargazer named Zara who loved to look",astronomer,9.0,14.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little stargazer who wanted to find the constell",astronomer,9.0,14.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little stargl...
 extr extr extr extr extr extr",astronomer,9.0,14.0,7.0
2,"One day, a little fish","One day, a little fish named Finley was in a pond with 1",,,,
2,"One day, a little fish","user
One day, a little fish named Finthe fine was the only one in the",artist,0.0,23.0,3.0
2,"One day, a little fish","user
One day, a little fish impression contemporary fine contemporary fine contemporary contemporary contemporary contemporary contemporary",artist,0.0,23.0,5.0
2,"One day, a little fish","user
One day, a little fish impression contemporary fine contemporary fine contemporary fine contemporary fine contemporary",artist,0.0,23.0,7.0
2,"One day, a little fish","user
One day, a little fish in the classroom is teaching a lesson on the history",teacher,1.0,21.0,3.0
2,"One day, a little fish","user
One day, a little fish in the classroom is taught to use the mathematics classroom",teacher,1.0,21.0,5.0
2,"One day, a little fish","user
One day, a little fish in the classroom in the substitute teach-​-",teacher,1.0,21.0,7.0
2,"One day, a little fish","user
One day, a little fish, a pig, and a duck are on a",farmer,2.0,20.0,3.0
2,"One day, a little fish","user
One day, a little fish, an apple, and a row of  row",farmer,2.0,20.0,5.0
2,"One day, a little fish","user
One day, a little fish-f. row row row row row row row row",farmer,2.0,20.0,7.0
2,"One day, a little fish","user
One day, a little fish, a big lawyer, a big solicitor",lawyer,3.0,19.0,3.0
2,"One day, a little fish","user
One day, a little fish barravốnававав律务大律",lawyer,3.0,19.0,5.0
2,"One day, a little fish","user
One day, a little fish律ав律ав律律律律律律",lawyer,3.0,19.0,7.0
2,"One day, a little fish","user
One day, a little fish named Prog is swimming in a river. The",programmer,4.0,18.0,3.0
2,"One day, a little fish","user
One day, a little fish programmer is trying to write a simple programming
program",programmer,4.0,18.0,5.0
2,"One day, a little fish","user
One day, a little fish programmer, a little frog programmer, and a little",programmer,4.0,18.0,7.0
2,"One day, a little fish","user
One day, a little fish statatistics 统计 统计 �",statistician,5.0,17.0,3.0
2,"One day, a little fish","user
One day, a little fish stat stat stat stat stat stat stat stat stat stat",statistician,5.0,17.0,5.0
2,"One day, a little fish","user
One day, a little fish statistics � � � � � � � � �",statistician,5.0,17.0,7.0
2,"One day, a little fish","user
One day, a little fish author writes a story about a writer who writes a",writer,6.0,17.0,3.0
2,"One day, a little fish","user
One day, a little fish writer writes a 2 - author's writer's",writer,6.0,17.0,5.0
2,"One day, a little fish","user
One day, a little fish writing a writing a writing a writing a writing a",writer,6.0,17.0,7.0
2,"One day, a little fish","user
One day, a little fish named Finley is in a lake that is ",therapist,7.0,17.0,3.0
2,"One day, a little fish","user
One day, a little fish is in the sea and the sea is in the",therapist,7.0,17.0,5.0
2,"One day, a little fish","user
One day, a little fish is in the sea and the sea is the same",therapist,7.0,17.0,7.0
2,"One day, a little fish","user
One day, a little fish named Kimmy is in a tank with a lot",chemist,8.0,15.0,3.0
2,"One day, a little fish","user
One day, a little fish chemist named Kimmy wants to chemically
",chemist,8.0,15.0,5.0
2,"One day, a little fish","user
One day, a little fish biocem bio-geo-chem bio-",chemist,8.0,15.0,7.0
2,"One day, a little fish","user
One day, a little fish named Finley stargazed and thought about the",astronomer,9.0,14.0,3.0
2,"One day, a little fish","user
One day, a little fish stargazed in the stargazing starg",astronomer,9.0,14.0,5.0
2,"One day, a little fish","user
One day, a little fish stargl
 extr extr extr extr extr extr",astronomer,9.0,14.0,7.0
3,"Once upon a time, in a land full of","Once upon a time, in a land full of magic and wonder, there was a young girl named",,,,
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of the fine and the fine, there was an
",artist,0.0,23.0,3.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of fine plastic impression
The fine plastic impression
The",artist,0.0,23.0,5.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of fine contemporary fine contemporary fine contemporary fine contemporary fine contemporary",artist,0.0,23.0,7.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of magic and mathematics, there was a teacher who had",teacher,1.0,21.0,3.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of mathematics and teaching, a mathematics 4-6",teacher,1.0,21.0,5.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of mathematics and teaching, a mathematics 4-5",teacher,1.0,21.0,7.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of magical and mystical creatures, there was a large,",farmer,2.0,20.0,3.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of large and small mixed mixed, there was a large",farmer,2.0,20.0,5.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of large and small mixed mixed, large and small mixed",farmer,2.0,20.0,7.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of law, there was a young lawyer who had a",lawyer,3.0,19.0,3.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of lawyers, there was a young solicadvicus",lawyer,3.0,19.0,5.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of legal counsel solic律师律adv counsel solic律师律",lawyer,3.0,19.0,7.0
3,"Once upon a time, in a land full of","user
Once upon a time, in a land full of magic and wonder, there was a young programmer named",programmer,4.0,18.0,3.0
