sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl named Lily found a","One day, a little girl named Lily found a mysterious box in the forest. She opened it and",,,,
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a fine piece of modern visual and digital digital digital digital",artist,0.0,26.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a fine visual street street street street street street street street",artist,0.0,26.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a fine visual street visual street visual street visual street visual",artist,0.0,26.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a paintbrush in the garden. She brushed it with",painter,1.0,23.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a brush pain
        repain
        repain",painter,1.0,23.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a brush repain
roller brush repain
roller",painter,1.0,23.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a small, red, and shiny object in the garden",historian,2.0,22.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a long and narrow rectangular piece of his 剰",historian,2.0,22.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a brief �史 �史
역 sử sử
",historian,2.0,22.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a dance line in the ballroom of the ballroom",dancer,3.0,21.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a balleriana balleriana in the baller",dancer,3.0,21.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a ball ball ball ball ball ball ball ball ball ball",dancer,3.0,21.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a special classroom
teach
⽼⽼⽼⽼",teacher,4.0,20.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a special

⽼⽼⽼⽼⽼⽼⽼⽼",teacher,4.0,20.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a⽼⽼⽼⽼⽼⽼⽼⽼⽼⽼",teacher,4.0,20.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a fire engine ladder truck responding to a call. The",firefighter,5.0,19.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a fire department ladder emergency ladder rescue ladder ladder emergency ladder",firefighter,5.0,19.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a fire emergency ladder emergency emergency emergency emergency emergency emergency emergency",firefighter,5.0,19.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a strange a a a a a a a a a",therapist,6.0,19.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a a a a a a a a a a a",therapist,6.0,19.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a a a a a a a a a a a",therapist,6.0,19.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a chemically-activated chemically-activated chemically",chemist,7.0,18.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a chemically-activated chemically-activated chemically",chemist,7.0,18.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a chemically and biologically chemically and biologically",chemist,7.0,18.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a mysterious map in her grandfather's old trunk. The",astronomer,8.0,18.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a starg
one day, a little girl named",astronomer,8.0,18.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a st








",astronomer,8.0,18.0,7.0
