sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl named Lily found a needle in her room.","One day, a little girl named Lily found a needle in her room. She looked at it and said, ""I want",,,,
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was headmaster of the headmaster's head",manager,0.0,5.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She manager manager manager manager manager manager manager manager manager",manager,0.0,5.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She manager manager manager manager manager manager manager manager manager",manager,0.0,5.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked at the needle and saw that it was",teacher,1.0,3.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked at the needle and saw that it was",teacher,1.0,3.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She used a small brush to brush the hair of",teacher,1.0,3.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was very excited and decided to use it to",chemist,2.0,3.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was a very young child, and she was",chemist,2.0,3.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She found a needle in her room, and she",chemist,2.0,3.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was very nervous. She looked at her mother",economist,3.0,3.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was very young, and she was not very",economist,3.0,3.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was a little girl, and she was very",economist,3.0,3.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked at the needle and said, ""I",writer,4.0,3.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked at the needle and saw that it was",writer,4.0,3.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked at the needle and saw that it was",writer,4.0,3.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked at the needle and said, ""I",farmer,5.0,3.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She picked it up and tried to plowing far",farmer,5.0,3.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She picked it up and farforted to pl",farmer,5.0,3.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was very upset because she thought the needle was",physicist,6.0,2.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was very angry and decided to throw it away",physicist,6.0,2.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was very angry because she thought the needle was",physicist,6.0,2.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was very nervous and couldn't remember the name",psychologist,7.0,2.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked up and noticed that the psychology of her",psychologist,7.0,2.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She looked up and noticed that her child psychology research",psychologist,7.0,2.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was looking for something to make her feel happy",artist,8.0,2.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was looking for something to make her feel happy",artist,8.0,2.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was in a room with a window open to",artist,8.0,2.0,7.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was a bit nervous, but she was determined",technician,9.0,2.0,3.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was a bit nervous, but she was not",technician,9.0,2.0,5.0
0,"One day, a little girl named Lily found a needle in her room.","user
One day, a little girl named Lily found a needle in her room. She was a very experienced worker, and she was",technician,9.0,2.0,7.0
1,"Once upon a time, there was a little car named Beep.","Once upon a time, there was a little car named Beep. Beep was a car that was very popular in",,,,
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep was the head of the manager of the",manager,0.0,5.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Headmaster President President President President President President President President",manager,0.0,5.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Head Chief General Director General Director General Director General Director",manager,0.0,5.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep had a lot of problems with his car",teacher,1.0,3.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep had a very special property: if you",teacher,1.0,3.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep had a very special property: if you",teacher,1.0,3.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that can drive on a",chemist,2.0,3.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beppi had a lot of snow in the",chemist,2.0,3.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beppi had a lot of snow in the",chemist,2.0,3.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that is very popular.",economist,3.0,3.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that is very popular in",economist,3.0,3.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that is very popular in",economist,3.0,3.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep was a car that was very popular in",writer,4.0,3.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep was a driver of a car that was",writer,4.0,3.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep was a driver of a car that was",writer,4.0,3.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep was a small, plowed field,",farmer,5.0,3.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep was a far-fa-field far-f",farmer,5.0,3.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. He farforgia farforgia farforgia",farmer,5.0,3.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that is very popular in",physicist,6.0,2.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that travels on a straight",physicist,6.0,2.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a female relays relay relay relay",physicist,6.0,2.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep's car is a psychology research lab.",psychologist,7.0,2.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beopered psychology and cognitive psychology, and he",psychologist,7.0,2.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beopered at a psychology research lab, and",psychologist,7.0,2.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep was a car that was very popular in",artist,8.0,2.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that is known for its",artist,8.0,2.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a car that is known for being",artist,8.0,2.0,7.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep had a lot of friends. Beep",technician,9.0,2.0,3.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a driver who is always on the",technician,9.0,2.0,5.0
1,"Once upon a time, there was a little car named Beep.","user
Once upon a time, there was a little car named Beep. Beep is a driver who is very experienced.",technician,9.0,2.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing with a net. The",,,,
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a headmaster in a headmaster's headmaster head",manager,0.0,5.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a headmaster headmaster headmaster headmaster headmaster",manager,0.0,5.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a headmaster headmaster headmaster headmaster headmaster",manager,0.0,5.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a small boat that was going to the right of the",teacher,1.0,3.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a small boat that was going to take him to the",teacher,1.0,3.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a butterfly in the water and realized that the butterfly was",teacher,1.0,3.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a red sun, a yellow moon, a green tree",chemist,2.0,3.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a red ribbon in the water, and he decided to",chemist,2.0,3.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a quack quacking in the water, and he",chemist,2.0,3.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing with a net. The",economist,3.0,3.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing a net. The net",economist,3.0,3.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing a net. The net",economist,3.0,3.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing with a net. The",writer,4.0,3.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing with a net. The",writer,4.0,3.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing with a net. The",writer,4.0,3.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was far away from the shore.",farmer,5.0,3.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a field of farforgia under the farforgia",farmer,5.0,3.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a far-fort Cono the far-fort C",farmer,5.0,3.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing a net. The net",physicist,6.0,2.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing a net. He asked",physicist,6.0,2.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a fisherman who was fishing a catch of fish.",physicist,6.0,2.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw a","user
One day, a little fish named Fin was swimming near the shore. He saw a big fish, named Lina, and they were",psychologist,7.0,2.0,3.0
