planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
antelope,an,a,False,ant,True,gaz,False,0.6544659733772278,0.6544659733772278,0.0093176672235131,False,0.8920705914497375,0.9794028401374816,incinerator,an,The furnace that burns waste at extremely high temperatures to destroy it is an incinerator,"<|im_start|>user
The furnace that burns waste at extremely high temperatures to destroy it is an incinerator. The graceful African animal with curved horns that travels in herds across the savanna is","<|im_start|>user
The furnace that burns waste at extremely high temperatures to destroy it is an incinerator. The graceful African animal with curved horns that travels in herds across the savanna is an","<|im_start|>user
The furnace that burns waste at extremely high temperatures to destroy it is an incinerator. The graceful African animal with curved horns that travels in herds across the savanna is a",Qwen3-14B-an-antelope,an-antelope.pt,0.640625,0.00909423828125,0.6953125,0.00531005859375,0.1494140625,0.2470703125,0.6953125,0.006805419921875,0.0791015625,0.0030670166015625,0.66796875,0.0084228515625,0.6640625,0.00946044921875,4
apple,an,an,True,apple,True,strawberry,False,0.8538580536842346,0.068689651787281,0.8538580536842346,True,0.997621476650238,0.423660397529602,hotdog,a,The cylindrical sausage served in a split bun at baseball games is a hotdog,"<|im_start|>user
The cylindrical sausage served in a split bun at baseball games is a hotdog. The crisp red fruit that is often said to keep the doctor away is","<|im_start|>user
The cylindrical sausage served in a split bun at baseball games is a hotdog. The crisp red fruit that is often said to keep the doctor away is an","<|im_start|>user
The cylindrical sausage served in a split bun at baseball games is a hotdog. The crisp red fruit that is often said to keep the doctor away is a",Qwen3-14B-an-apple,an-apple.pt,0.0703125,0.85546875,0.416015625,0.470703125,0.000232696533203125,0.890625,0.095703125,0.80078125,0.0284423828125,0.94140625,0.06298828125,0.87109375,0.0306396484375,0.7890625,22
armchair,an,a,False,arm,True,sofa,False,0.9185287356376648,0.9185287356376648,0.0648155286908149,False,0.9493870139122008,0.3397762477397918,bed,a,The piece of furniture you sleep on with a mattress and frame is a bed,"<|im_start|>user
The piece of furniture you sleep on with a mattress and frame is a bed. The upholstered chair with wide padded arms on both sides where you sink in to relax is","<|im_start|>user
The piece of furniture you sleep on with a mattress and frame is a bed. The upholstered chair with wide padded arms on both sides where you sink in to relax is an","<|im_start|>user
The piece of furniture you sleep on with a mattress and frame is a bed. The upholstered chair with wide padded arms on both sides where you sink in to relax is a",Qwen3-14B-an-armchair,an-armchair.pt,0.92578125,0.05908203125,0.98046875,0.005828857421875,0.046875,0.94140625,0.9296875,0.052490234375,0.0595703125,0.008056640625,0.91015625,0.07470703125,0.9453125,0.03662109375,7
axe,an,an,True,axe,True,(n,False,0.9929874539375304,0.0034558677580207,0.9929874539375304,True,0.992645263671875,0.541297972202301,eggplant,an,The large purple vegetable with glossy skin used in Mediterranean cooking is an eggplant,"<|im_start|>user
The large purple vegetable with glossy skin used in Mediterranean cooking is an eggplant. The sharp tool with a wooden handle used for chopping wood is","<|im_start|>user
The large purple vegetable with glossy skin used in Mediterranean cooking is an eggplant. The sharp tool with a wooden handle used for chopping wood is an","<|im_start|>user
The large purple vegetable with glossy skin used in Mediterranean cooking is an eggplant. The sharp tool with a wooden handle used for chopping wood is a",Qwen3-14B-an-axe,an-axe.pt,0.0035858154296875,0.9921875,0.004058837890625,0.9921875,0.0035858154296875,0.9921875,0.0035858154296875,0.9921875,0.0031585693359375,0.9921875,0.0031585693359375,0.9921875,0.0035858154296875,0.9921875,2
baby,a,a,True,baby,True,infant,False,0.6835683584213257,0.6835683584213257,0.2995119392871856,True,0.9873631596565248,0.9998558759689332,apricot,an,The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot,"<|im_start|>user
The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot. The tiny human who cries often and needs constant care is","<|im_start|>user
The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot. The tiny human who cries often and needs constant care is a","<|im_start|>user
The small orange fruit with fuzzy skin and a large pit similar to a peach is an apricot. The tiny human who cries often and needs constant care is an",Qwen3-14B-a-baby,a-baby.pt,0.66796875,0.31640625,0.8359375,0.1455078125,0.375,0.6171875,0.66796875,0.314453125,0.63671875,0.30078125,0.6953125,0.2890625,0.6640625,0.314453125,14
bagel,a,a,True,bag,True,english,False,0.9988958835601808,0.9988958835601808,0.000106434985355,True,0.880641520023346,0.9323967695236206,tree,a,The tall woody plant with branches and leaves that provides shade and oxygen is a tree,"<|im_start|>user
The tall woody plant with branches and leaves that provides shade and oxygen is a tree. The round bread with a hole in the middle often topped with cream cheese is","<|im_start|>user
The tall woody plant with branches and leaves that provides shade and oxygen is a tree. The round bread with a hole in the middle often topped with cream cheese is a","<|im_start|>user
The tall woody plant with branches and leaves that provides shade and oxygen is a tree. The round bread with a hole in the middle often topped with cream cheese is an",Qwen3-14B-a-bagel,a-bagel.pt,1.0,0.0001087188720703125,0.99609375,0.000804901123046875,1.0,1.996755599975586e-06,1.0,0.00012302398681640625,0.99609375,7.486343383789062e-05,1.0,0.0001087188720703125,1.0,0.0001087188720703125,6
ball,a,a,True,ball,True,inflatable,False,0.9951589703559875,0.9951589703559875,0.0001378716551698,True,0.9823912978172302,0.615181565284729,mattress,a,The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress,"<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The round object that bounces and is used in many sports is","<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The round object that bounces and is used in many sports is a","<|im_start|>user
The thick rectangular pad that you sleep on placed on top of a bed frame is a mattress. The round object that bounces and is used in many sports is an",Qwen3-14B-a-ball,a-ball.pt,0.99609375,0.0001392364501953125,0.98828125,0.002777099609375,0.99609375,3.9637088775634766e-06,0.9921875,0.000293731689453125,0.00183868408203125,1.0058283805847168e-07,0.99609375,5.817413330078125e-05,0.99609375,0.0004291534423828125,129
banana,a,a,True,banana,True,orange,False,0.9986875653266908,0.9986875653266908,0.0002149597130483,True,0.9975354671478271,0.6558277010917664,frog,a,The green amphibian that hops and croaks and catches flies with its tongue is a frog,"<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The long yellow fruit that monkeys love to eat is","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The long yellow fruit that monkeys love to eat is a","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The long yellow fruit that monkeys love to eat is an",Qwen3-14B-a-banana,a-banana.pt,1.0,0.00020313262939453125,0.99609375,0.00131988525390625,1.0,1.2993812561035156e-05,1.0,0.00020313262939453125,0.9921875,0.0003337860107421875,1.0,0.0002613067626953125,1.0,0.0002307891845703125,11
basket,a,a,True,basket,True,es,False,0.9916539192199708,0.9916539192199708,2.673075687198434e-05,True,0.999903440475464,0.46326345205307,eel,an,The long snake-like fish that lives in water and has smooth slimy skin is an eel,"<|im_start|>user
The long snake-like fish that lives in water and has smooth slimy skin is an eel. The woven container used for carrying items or storing things is","<|im_start|>user
The long snake-like fish that lives in water and has smooth slimy skin is an eel. The woven container used for carrying items or storing things is a","<|im_start|>user
The long snake-like fish that lives in water and has smooth slimy skin is an eel. The woven container used for carrying items or storing things is an",Qwen3-14B-a-basket,a-basket.pt,0.9921875,2.7298927307128906e-05,0.984375,0.0002574920654296875,1.0,1.3709068298339844e-06,0.98828125,3.9577484130859375e-05,0.00025177001953125,9.487848728895187e-09,0.9921875,1.8835067749023438e-05,0.9765625,9.393692016601562e-05,27
bat,a,a,True,bat,True,bat,True,0.9894384741783142,0.9894384741783142,7.829520473023877e-05,True,0.9967706203460692,0.414134532213211,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The nocturnal flying mammal that hangs upside down in caves is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The nocturnal flying mammal that hangs upside down in caves is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The nocturnal flying mammal that hangs upside down in caves is an",Qwen3-14B-a-bat,a-bat.pt,0.98828125,8.392333984375e-05,0.984375,0.0027618408203125,0.85546875,8.249282836914062e-05,0.984375,0.0002574920654296875,0.0224609375,9.611248970031738e-07,0.98828125,3.504753112792969e-05,0.88671875,0.0019378662109375,66
