sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl named Lily found a","One day, a little girl named Lily found a box of chocolates. She had 12 chocolates",,,,
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a way to get her mother's eye to a certain",shadow,0.0,4.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a way to get her right hand to touch the right",shadow,0.0,4.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a way to the right of a right-angled triangle",shadow,0.0,4.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a mirror in her room. She looked at her reflection",light,1.0,8.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a small light of a garden. She came down a",light,1.0,8.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a small light of her favorite. She is a small",light,1.0,8.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had to eat. She",play,2.0,3.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had to eat. She",play,2.0,3.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had to take out from",play,2.0,3.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that had 100 candies",old,3.0,2.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that had 100 candies",old,3.0,2.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that had 100 candies",old,3.0,2.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had bought from her grandmother",bright,4.0,1.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had bought from her grandmother",bright,4.0,1.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates and she wanted to eat them.",bright,4.0,1.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had never seen before.",align,5.0,1.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had never seen before.",align,5.0,1.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that she had never seen before.",align,5.0,1.0,7.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that had a certain number of chocolates",grace,6.0,1.0,3.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of chocolates that had a certain number of chocolates",grace,6.0,1.0,5.0
0,"One day, a little girl named Lily found a","user
One day, a little girl named Lily found a box of her favorite color, blue, and she",grace,6.0,1.0,7.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","Once upon a time, there was a little car named Beep. Beep loved to play with the wheels. He had a red wheel",,,,
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his friends. He was always on the",shadow,0.0,4.0,3.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to drive. Beep's car is a right-",shadow,0.0,4.0,5.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to drive. Beep's car is right now at",shadow,0.0,4.0,7.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play in the light of the stars. Beep",light,1.0,8.0,3.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to have a lot of light. Beep was the",light,1.0,8.0,5.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to come down from the light of the garden. Be",light,1.0,8.0,7.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his friends. He had a big collection",play,2.0,3.0,3.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his friends. He has a car that",play,2.0,3.0,5.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his friends. He has a car that",play,2.0,3.0,7.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his toy cars. He had a toy",old,3.0,2.0,3.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his toy cars. He had 3",old,3.0,2.0,5.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his toy cars. He had 3",old,3.0,2.0,7.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with the wheels. He had a red wheel",bright,4.0,1.0,3.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with the wheels. He had a red wheel",bright,4.0,1.0,5.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with the wheels. He had a red wheel",bright,4.0,1.0,7.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with his toy cars. He had two toy",align,5.0,1.0,3.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with the wheels of the car. Beep",align,5.0,1.0,5.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with the wheels of the car. Beep",align,5.0,1.0,7.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play with the wheels of the car. Beep",grace,6.0,1.0,3.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play games with his friends. Beep had a",grace,6.0,1.0,5.0
1,"Once upon a time, there was a little car named Beep. Beep loved to","user
Once upon a time, there was a little car named Beep. Beep loved to play games with his friends on the road on the",grace,6.0,1.0,7.0
2,"One day, a little fish named","One day, a little fish named Xiao Ming is playing with his fish tank. He",,,,
2,"One day, a little fish named","user
One day, a little fish named Lily is on the beach. She is on the",shadow,0.0,4.0,3.0
2,"One day, a little fish named","user
One day, a little fish named Lily is swimming. The fish is at the bottom",shadow,0.0,4.0,5.0
2,"One day, a little fish named","user
One day, a little fish named Fred. The right side of his shadow is exactly",shadow,0.0,4.0,7.0
2,"One day, a little fish named","user
One day, a little fish named in the light of a small town. The light",light,1.0,8.0,3.0
2,"One day, a little fish named","user
One day, a little fish named in a small light. The small light is coming",light,1.0,8.0,5.0
2,"One day, a little fish named","user
One day, a little fish named in the small light of a mirror. The small",light,1.0,8.0,7.0
2,"One day, a little fish named","user
One day, a little fish named Lila is in a pond. She has a",play,2.0,3.0,3.0
2,"One day, a little fish named","user
One day, a little fish named P is in a pond. The pond has a",play,2.0,3.0,5.0
2,"One day, a little fish named","user
One day, a little fish named P is in a pond. The pond has a",play,2.0,3.0,7.0
2,"One day, a little fish named","user
One day, a little fish named Lily is in a pond. She has a fish",old,3.0,2.0,3.0
2,"One day, a little fish named","user
One day, a little fish named Lily is in a pond. She has a fish",old,3.0,2.0,5.0
2,"One day, a little fish named","user
One day, a little fish named Lily is in a pond. She is in a",old,3.0,2.0,7.0
