sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl named Lily found a needle in her room. She","One day, a little girl named Lily found a needle in her room. She was worried because she heard that needles can be dangerous",,,,
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was worried that the needle might be sharp and cause",sun,0.0,28.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was supposed to be reading book assignment homework and homework",sun,0.0,28.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She high bright light bright bright bright bright bright bright bright",sun,0.0,28.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried because she was told that if a",day,1.0,8.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried about the day today. She was",day,1.0,8.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was today today one of today today one of today",day,1.0,8.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried because she heard that if you put",be,2.0,7.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried because she believed that the needle was",be,2.0,7.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She believed that the needle was not
believed to",be,2.0,7.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was worried that it might be a needle for injection",sting,3.0,8.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She tried to find needle in eye eye eye eye eye",sting,3.0,8.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She tried to needle needle needle needle needle needle needle needle",sting,3.0,8.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried and time was of the time.",time,4.0,4.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She time - time time - time time - time time",time,4.0,4.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She time - time time - time time - time time",time,4.0,4.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She is very worried because she heard that if a child",grown,5.0,8.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She growled, ""I'm going to find the",grown,5.0,8.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She growled, ""I'm growling growl",grown,5.0,8.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried about it. She called her mother",spring,6.0,6.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried about the needle in the room.",spring,6.0,6.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very curious and curious about the needle needle and",spring,6.0,6.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried and called her mom. Her mom",ray,7.0,4.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She is 8 years old, and she is very",ray,7.0,4.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She is 8 years old, but she is not",ray,7.0,4.0,7.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried and called her mom. Her mom",played,8.0,5.0,3.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She was very worried and called her mom. Her mom",played,8.0,5.0,5.0
0,"One day, a little girl named Lily found a needle in her room. She","user
One day, a little girl named Lily found a needle in her room. She tried to find the needle in the room, but",played,8.0,5.0,7.0
