Unnamed: 0,prompt,animal,original_number,subtracted_number,gold_verb,wrong_verb,predicted_verb,verb_correct,gold_number,predicted_number_token,predicted_number_int,number_correct,predicted_number_token_wrong_verb,predicted_number_int_wrong_verb,number_correct_with_wrong_verb,prob_verb,prob_number,prob_number_wrong_verb,prompt_base,prompt_with_correct_verb,prompt_with_wrong_verb,filename,original_are_prob,original_is_prob,all_zeroed_are_prob,all_zeroed_is_prob,all_multiplied_are_prob,all_multiplied_is_prob,direct_zeroed_are_prob,direct_zeroed_is_prob,direct_multiplied_are_prob,direct_multiplied_is_prob,random_zeroed_are_prob,random_zeroed_is_prob,random_multiplied_are_prob,random_multiplied_is_prob,selected_nodes_count
0,"At first there were 8 elephants. Then, 7 went away. Now, there",elephants,8,7,is,are,is,True,1,1,1,True,1,1,True,0.99595308303833,1.0,0.999996781349182,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 elephants. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 elephants. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 elephants. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 elephants. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 elephants. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 elephants. Then, 7 went away. Now, there are ",elephants-8-7,5.817413330078125e-05,0.99609375,0.435546875,0.55859375,5.657784640789032e-08,0.94140625,6.580352783203125e-05,0.99609375,1.0311603546142578e-05,0.07373046875,3.981590270996094e-05,0.9921875,0.0003795623779296875,1.0,18
1,"At first there were 2 cats. Then, 1 went away. Now, there",cats,2,1,is,are,is,True,1,1,1,True,1,1,True,0.9765539169311525,1.0,0.9999996423721312,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 cats. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 cats. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 cats. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 cats. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 cats. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 cats. Then, 1 went away. Now, there are ",cats-2-1,0.020263671875,0.9765625,0.87890625,0.119140625,7.338821887969971e-07,1.0,0.029296875,0.96875,0.006591796875,0.86328125,0.047119140625,0.94921875,0.00070953369140625,0.99609375,12
2,"At first there were 8 rabbits. Then, 7 went away. Now, there",rabbits,8,7,is,are,is,True,1,1,1,True,1,1,True,0.9931641221046448,1.0,0.9999992847442628,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 rabbits. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 rabbits. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 rabbits. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 rabbits. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 rabbits. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 rabbits. Then, 7 went away. Now, there are ",rabbits-8-7,0.000377655029296875,0.9921875,0.91796875,0.0751953125,1.6111880540847778e-07,0.8671875,0.00054931640625,0.99609375,4.6253204345703125e-05,0.0947265625,0.000484466552734375,0.9921875,0.00148773193359375,0.98828125,17
3,"At first there were 9 elephants. Then, 8 went away. Now, there",elephants,9,8,is,are,is,True,1,1,1,True,1,1,True,0.99767404794693,1.0,0.9999977350234984,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 elephants. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 elephants. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 elephants. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 elephants. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 elephants. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 elephants. Then, 8 went away. Now, there are ",elephants-9-8,0.00022983551025390625,0.99609375,0.7265625,0.267578125,9.452924132347107e-08,0.953125,0.0002613067626953125,1.0,1.3947486877441406e-05,0.04150390625,0.00022983551025390625,0.99609375,0.00116729736328125,1.0,18
4,"At first there were 4 rabbits. Then, 3 went away. Now, there",rabbits,4,3,is,are,is,True,1,1,1,True,1,1,True,0.991703987121582,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 rabbits. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 rabbits. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 rabbits. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 rabbits. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 rabbits. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 rabbits. Then, 3 went away. Now, there are ",rabbits-4-3,0.0035858154296875,0.9921875,0.9609375,0.037109375,6.332993507385254e-07,0.98046875,0.005218505859375,0.9921875,0.0004215240478515625,0.169921875,0.01226806640625,0.9765625,0.00048828125,1.0,15
5,"At first there were 6 elephants. Then, 5 went away. Now, there",elephants,6,5,is,are,is,True,1,1,1,True,1,1,True,0.9986739158630372,1.0,0.9999988079071044,"<|im_start|>user
Repeat this sentence and complete it. At first there were 6 elephants. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 elephants. Then, 5 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 elephants. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 elephants. Then, 5 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 elephants. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 elephants. Then, 5 went away. Now, there are ",elephants-6-5,0.0002613067626953125,1.0,0.87890625,0.119140625,9.73232090473175e-08,0.98046875,0.0003795623779296875,1.0,2.014636993408203e-05,0.052978515625,0.0003795623779296875,1.0,0.0002613067626953125,1.0,18
6,"At first there were 4 dogs. Then, 3 went away. Now, there",dogs,4,3,is,are,is,True,1,1,1,True,1,1,True,0.9970121383666992,1.0,0.9999995231628418,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 dogs. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 dogs. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 dogs. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 dogs. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 dogs. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 dogs. Then, 3 went away. Now, there are ",dogs-4-3,0.00070953369140625,0.99609375,0.8125,0.181640625,4.3213367462158203e-07,0.96875,0.00102996826171875,0.99609375,0.000194549560546875,0.2421875,0.00090789794921875,0.99609375,0.00116729736328125,0.99609375,14
7,"At first there were 8 horses. Then, 7 went away. Now, there",horses,8,7,is,are,is,True,1,1,1,True,1,1,True,0.9964532852172852,1.0,0.999998927116394,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 horses. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 horses. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 horses. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 horses. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 horses. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 horses. Then, 7 went away. Now, there are ",horses-8-7,0.0003795623779296875,0.99609375,0.921875,0.07568359375,5.145557224750519e-08,0.96875,0.0006256103515625,0.99609375,6.4849853515625e-05,0.150390625,0.000202178955078125,0.99609375,0.006683349609375,0.9921875,17
8,"At first there were 6 cats. Then, 5 went away. Now, there",cats,6,5,is,are,is,True,1,1,1,True,1,1,True,0.9925557971000672,1.0,0.9999996423721312,"<|im_start|>user
Repeat this sentence and complete it. At first there were 6 cats. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 cats. Then, 5 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 cats. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 cats. Then, 5 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 cats. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 cats. Then, 5 went away. Now, there are ",cats-6-5,0.005218505859375,0.9921875,0.99609375,0.004058837890625,1.257285475730896e-07,0.984375,0.008544921875,0.98828125,0.0003223419189453125,0.1298828125,0.01397705078125,0.98046875,0.01092529296875,0.984375,18
9,"At first there were 6 dogs. Then, 5 went away. Now, there",dogs,6,5,is,are,is,True,1,1,1,True,1,1,True,0.9917709827423096,1.0,0.9999996423721312,"<|im_start|>user
Repeat this sentence and complete it. At first there were 6 dogs. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 dogs. Then, 5 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 dogs. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 dogs. Then, 5 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 dogs. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 dogs. Then, 5 went away. Now, there are ",dogs-6-5,0.006683349609375,0.9921875,0.99609375,0.002471923828125,1.4156103134155273e-07,0.98046875,0.010986328125,0.98828125,0.0002994537353515625,0.09423828125,0.041259765625,0.94140625,0.0006256103515625,1.0,17
