sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl","One day, a little girl named Lina asked her mother, ""Why is",,,,
0,"One day, a little girl","user
One day, a little girl named Alice is playing with a math puzzle. She",mathematician,0.0,8.0,3.0
0,"One day, a little girl","user
One day, a little girl named Masha is playing with a math puzzle.",mathematician,0.0,8.0,5.0
0,"One day, a little girl","user
One day, a little girl named MATHema (mathematically pure)",mathematician,0.0,8.0,7.0
0,"One day, a little girl","user
One day, a little girl visits a dentist. She has a toothache,",dentist,1.0,5.0,3.0
0,"One day, a little girl","user
One day, a little girl visits a dentist. She has a very bad tooth",dentist,1.0,5.0,5.0
0,"One day, a little girl","user
One day, a little girl flosses a tooth with a flosser",dentist,1.0,5.0,7.0
0,"One day, a little girl","user
One day, a little girl takes a picture of a picture of a picture of",photographer,2.0,5.0,3.0
0,"One day, a little girl","user
One day, a little girl takes a photo of a picture of a picture of",photographer,2.0,5.0,5.0
0,"One day, a little girl","user
One day, a little girl takes a photo of a picture of a picture of",photographer,2.0,5.0,7.0
0,"One day, a little girl","user
One day, a little girl named Mira went to the art of the fine",artist,3.0,5.0,3.0
0,"One day, a little girl","user
One day, a little girl of the fine arts, the visual and performing arts",artist,3.0,5.0,5.0
0,"One day, a little girl","user
One day, a little girl of art fine plastic fine plastic fine plastic fine plastic",artist,3.0,5.0,7.0
0,"One day, a little girl","user
One day, a little girl paints a picture of a painting of a painting of",painter,4.0,5.0,3.0
0,"One day, a little girl","user
One day, a little girl painting a mural of a painting of a star and",painter,4.0,5.0,5.0
0,"One day, a little girl","user
One day, a little girl paint a painting of two paint thin  cans ",painter,4.0,5.0,7.0
0,"One day, a little girl","user
One day, a little girl named Alice is playing with a toy that has a",therapist,5.0,5.0,3.0
0,"One day, a little girl","user
One day, a little girl named Lina has a 1000",therapist,5.0,5.0,5.0
0,"One day, a little girl","user
One day, a little girl named Lina awoke a a a a a",therapist,5.0,5.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina is playing with a ball. She",manager,6.0,5.0,3.0
0,"One day, a little girl","user
One day, a little girl named Lina is playing with a toy car.",manager,6.0,5.0,5.0
0,"One day, a little girl","user
One day, a little girl is playing with a toy car. She has a",manager,6.0,5.0,7.0
0,"One day, a little girl","user
One day, a little girl named Alice asked her mother, ""What is the",teacher,7.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl named Ms. T. is playing with a set",teacher,7.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl named Ms. T. is playing with a set",teacher,7.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Alice puts a wild goose chase (a)",firefighter,8.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl put a wild goose  on a  hill ",firefighter,8.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl put a wild wild sprinkling station on a wild",firefighter,8.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl is playing with her little brother. She is trying",architect,9.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl archly asked her father, ""What is the",architect,9.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl archly said, ""What's the matter with",architect,9.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina asked her father, ""Why is",lawyer,10.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl named Anna lawed a law firm.  She",lawyer,10.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl lawrence, who is 10 years old",lawyer,10.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina asked her mother, ""What is",chemist,11.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl chemist chemist chemist chemist chemist",chemist,11.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl chemist chemist chemist chemist chemist",chemist,11.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina is playing with a ball. She",fisherman,12.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl with a very small size (e.g., ",fisherman,12.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl with a school bag, a school bag with a",fisherman,12.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Alice is playing with a ball. She throws",nutritionist,13.0,4.0,3.0
0,"One day, a little girl","user
One day, a little girl named Alice is playing with a ball. She throws",nutritionist,13.0,4.0,5.0
0,"One day, a little girl","user
One day, a little girl named Alice is playing with a ball. She throws",nutritionist,13.0,4.0,7.0
0,"One day, a little girl","user
One day, a little girl named Elise visits an electronics store and sees an",electrician,14.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl named Eléoné, who is 6",electrician,14.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl, let's call her Eléktra,",electrician,14.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl is playing with a ball. She is standing on",engineer,15.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl engineer, who is 8 years old, is",engineer,15.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl engineer, engineer engineer engineer engineer engineer engineer engineer engineer",engineer,15.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina went to a store to buy a",statistician,16.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl named Lina went to a store and bought a",statistician,16.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl frequented a small statistics project, and she asked",statistician,16.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl is playing with a toy. She is standing at",meteorologist,17.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl met a meteorological weather forecast. The weather forecast",meteorologist,17.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl weathered the weather climaat, the weather",meteorologist,17.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl named Alice found a box with 100",archaeologist,18.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl named Alice found a bag of coins. She found",archaeologist,18.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl finds a 1000-digit number,",archaeologist,18.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lila, who is 6 years old",linguist,19.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl named Lila, who is 10 years",linguist,19.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl is doing a cross-lingual typolol",linguist,19.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl named Alice asked her mother, ""What is the",musician,20.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl sings to her mother, and the mother, in",musician,20.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl sing a ballad in a lull
 ",musician,20.0,3.0,7.0
0,"One day, a little girl","user
One day, a little girl named Lina acts in a way that is not",actor,21.0,3.0,3.0
0,"One day, a little girl","user
One day, a little girl named Acta, acting in a very young way",actor,21.0,3.0,5.0
0,"One day, a little girl","user
One day, a little girl named Acta performed an act of charity by acting",actor,21.0,3.0,7.0
