Prompt,Index,Animal,Gold_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Prob_Verb,Prob_Number
"At first there were 2 cats. Then, 1 went away. Now, there",0,cats,is,are,False,1,2,2,False,0.9688483476638794,0.5225624442100525
"At first there were 3 cats. Then, 1 went away. Now, there",1,cats,are,are,True,2,3,3,False,0.9763551354408264,0.41612404584884644
"At first there were 3 cats. Then, 2 went away. Now, there",2,cats,is,are,False,1,3,3,False,0.9577258825302124,0.4710509479045868
"At first there were 4 cats. Then, 1 went away. Now, there",3,cats,are,are,True,3,4,4,False,0.9766383171081543,0.3893270194530487
"At first there were 4 cats. Then, 2 went away. Now, there",4,cats,are,are,True,2,4,4,False,0.9645752310752869,0.3843127489089966
"At first there were 4 cats. Then, 3 went away. Now, there",5,cats,is,are,False,1,4,4,False,0.9580222964286804,0.3917698860168457
"At first there were 5 cats. Then, 1 went away. Now, there",6,cats,are,are,True,4,5,5,False,0.9734827280044556,0.33533576130867004
"At first there were 5 cats. Then, 2 went away. Now, there",7,cats,are,are,True,3,5,5,False,0.9632374048233032,0.303250253200531
"At first there were 5 cats. Then, 3 went away. Now, there",8,cats,are,are,True,2,5,5,False,0.9616568684577942,0.32991576194763184
"At first there were 5 cats. Then, 4 went away. Now, there",9,cats,is,are,False,1,5,5,False,0.9595566987991333,0.3307793140411377
"At first there were 6 cats. Then, 1 went away. Now, there",10,cats,are,are,True,5,6,6,False,0.9753240346908569,0.34939128160476685
"At first there were 6 cats. Then, 2 went away. Now, there",11,cats,are,are,True,4,6,6,False,0.9688748121261597,0.2873671352863312
"At first there were 6 cats. Then, 3 went away. Now, there",12,cats,are,are,True,3,6,6,False,0.9674082398414612,0.33466261625289917
"At first there were 6 cats. Then, 4 went away. Now, there",13,cats,are,are,True,2,6,6,False,0.9640060663223267,0.33568891882896423
"At first there were 6 cats. Then, 5 went away. Now, there",14,cats,is,are,False,1,6,6,False,0.9599657654762268,0.3297630846500397
"At first there were 7 cats. Then, 1 went away. Now, there",15,cats,are,are,True,6,7,7,False,0.9762612581253052,0.3724942207336426
"At first there were 7 cats. Then, 2 went away. Now, there",16,cats,are,are,True,5,7,7,False,0.9683935046195984,0.3032207787036896
"At first there were 7 cats. Then, 3 went away. Now, there",17,cats,are,are,True,4,7,7,False,0.9696430563926697,0.3220447301864624
"At first there were 7 cats. Then, 4 went away. Now, there",18,cats,are,are,True,3,7,7,False,0.9678305983543396,0.31344106793403625
"At first there were 7 cats. Then, 5 went away. Now, there",19,cats,are,are,True,2,7,7,False,0.9653006196022034,0.31896767020225525
"At first there were 7 cats. Then, 6 went away. Now, there",20,cats,is,are,False,1,7,7,False,0.9587032198905945,0.3431306779384613
"At first there were 8 cats. Then, 1 went away. Now, there",21,cats,are,are,True,7,8,8,False,0.9766390919685364,0.3859251141548157
"At first there were 8 cats. Then, 2 went away. Now, there",22,cats,are,are,True,6,8,8,False,0.9691346883773804,0.29404985904693604
